file,speaker,label,numeric_label,length (sec)
19808.wav,Martin Luther King,bona-fide,0,2.0290625
19809.wav,Barack Obama,bona-fide,0,4.383
19810.wav,Nick Offerman,bona-fide,0,5.5140625
19811.wav,Alec Guinness,spoof,1,5.4090625
19812.wav,The Notorious B.I.G.,spoof,1,2.227
19813.wav,FDR,bona-fide,0,2.096
19814.wav,Ronald Reagan,bona-fide,0,2.823
19815.wav,Alexandria Ocasio-Cortez,bona-fide,0,0.953
19816.wav,The Notorious B.I.G.,spoof,1,1.042
19817.wav,Christopher Hitchens,spoof,1,7.7170625
19818.wav,Barack Obama,bona-fide,0,1.8790625
19819.wav,Barack Obama,bona-fide,0,0.8350625
19820.wav,Bill Clinton,spoof,1,7.382
19821.wav,The Notorious B.I.G.,spoof,1,7.636
19822.wav,Barack Obama,bona-fide,0,3.4150625
19823.wav,Ronald Reagan,spoof,1,3.091
19824.wav,Milton Friedman,spoof,1,2.4310625
19825.wav,Ayn Rand,spoof,1,4.3160625
19826.wav,Donald Trump,bona-fide,0,1.957
19827.wav,Orson Welles,spoof,1,4.0420625
19828.wav,Ronald Reagan,spoof,1,4.5450625
19829.wav,Martin Luther King,bona-fide,0,3.3960625
19830.wav,Bernie Sanders,bona-fide,0,2.482
19831.wav,The Notorious B.I.G.,spoof,1,2.8170625
19832.wav,Orson Welles,spoof,1,8.893
19833.wav,Alexandria Ocasio-Cortez,bona-fide,0,2.127
19834.wav,Ronald Reagan,spoof,1,4.2040625
19835.wav,Christopher Hitchens,spoof,1,8.4530625
19836.wav,JFK,bona-fide,0,3.045
19837.wav,Alec Guinness,spoof,1,4.921
19838.wav,Alec Guinness,spoof,1,4.0750625
19839.wav,Winston Churchill,bona-fide,0,3.3780625
19840.wav,Barack Obama,bona-fide,0,1.3160625
19841.wav,George Carlin,bona-fide,0,4.058
19842.wav,Barack Obama,bona-fide,0,2.3890625
19843.wav,Bob Ross,spoof,1,8.884
19844.wav,George W. Bush,spoof,1,1.651
19845.wav,Alec Guinness,bona-fide,0,2.782
19846.wav,Ronald Reagan,spoof,1,8.4700625
19847.wav,Martin Luther King,spoof,1,1.99
19848.wav,Arnold Schwarzenegger,bona-fide,0,3.721
19849.wav,Alec Guinness,bona-fide,0,3.0530625
19850.wav,Alec Guinness,bona-fide,0,2.42
19851.wav,Ayn Rand,bona-fide,0,2.2780625
19852.wav,Milton Friedman,spoof,1,1.561
19853.wav,Alan Watts,spoof,1,1.573
19854.wav,Bernie Sanders,bona-fide,0,6.3
19855.wav,Alec Guinness,spoof,1,2.628
19856.wav,Donald Trump,bona-fide,0,4.4710625
19857.wav,Barack Obama,bona-fide,0,4.6770625
19858.wav,Adam Driver,spoof,1,1.9070625
19859.wav,Alec Guinness,bona-fide,0,3.87
19860.wav,Queen Elizabeth II,spoof,1,3.137
19861.wav,Christopher Hitchens,spoof,1,2.963
19862.wav,Alec Guinness,bona-fide,0,3.831
19863.wav,Ayn Rand,spoof,1,5.282
19864.wav,George Carlin,bona-fide,0,6.062
19865.wav,Alec Guinness,spoof,1,4.6320625
19866.wav,Bernie Sanders,bona-fide,0,5.143
19867.wav,Richard Nixon,bona-fide,0,2.386
19868.wav,Alec Guinness,spoof,1,18.541
19869.wav,Bernie Sanders,bona-fide,0,1.408
19870.wav,Bernie Sanders,spoof,1,1.937
19871.wav,Donald Trump,bona-fide,0,1.997
19872.wav,Ronald Reagan,bona-fide,0,1.628
19873.wav,Ayn Rand,spoof,1,1.205
19874.wav,Winston Churchill,bona-fide,0,2.023
19875.wav,Bernie Sanders,bona-fide,0,11.4960625
19876.wav,Donald Trump,bona-fide,0,2.584
19877.wav,Alec Guinness,spoof,1,11.8900625
19878.wav,Bernie Sanders,bona-fide,0,3.2520625
19879.wav,Winston Churchill,bona-fide,0,1.0390625
19880.wav,Ronald Reagan,bona-fide,0,6.251
19881.wav,Ayn Rand,bona-fide,0,7.7320625
19882.wav,Arnold Schwarzenegger,bona-fide,0,1.527
19883.wav,Christopher Hitchens,bona-fide,0,4.9930625
19884.wav,Mark Zuckerberg,spoof,1,6.886
19885.wav,Martin Luther King,spoof,1,1.99
19886.wav,Ayn Rand,bona-fide,0,4.821
19887.wav,Ronald Reagan,spoof,1,5.1070625
19888.wav,Mark Zuckerberg,bona-fide,0,4.821
19889.wav,Winston Churchill,bona-fide,0,1.711
19890.wav,Martin Luther King,bona-fide,0,9.8080625
19891.wav,Barack Obama,bona-fide,0,2.0790625
19892.wav,Bill Clinton,bona-fide,0,1.8510625
19893.wav,Ayn Rand,spoof,1,7.813
19894.wav,JFK,bona-fide,0,4.092
19895.wav,Ayn Rand,spoof,1,5.943
19896.wav,Christopher Hitchens,spoof,1,2.2190625
19897.wav,Ayn Rand,spoof,1,4.9590625
19898.wav,Richard Nixon,bona-fide,0,3.784
19899.wav,Ayn Rand,spoof,1,9.163
19900.wav,Martin Luther King,spoof,1,8.0150625
19901.wav,2Pac,spoof,1,2.483
19902.wav,Alec Guinness,bona-fide,0,0.7580625
19903.wav,Orson Welles,spoof,1,2.9270625
19904.wav,Mr. Rogers,spoof,1,10.44
19905.wav,Donald Trump,bona-fide,0,2.962
19906.wav,Queen Elizabeth II,bona-fide,0,4.5950625
19907.wav,Alec Guinness,spoof,1,5.112
19908.wav,William F. Buckley,spoof,1,5.523
19909.wav,Alec Guinness,spoof,1,12.7160625
19910.wav,Ayn Rand,bona-fide,0,3.709
19911.wav,Ronald Reagan,spoof,1,4.865
19912.wav,Barack Obama,bona-fide,0,3.2760625
19913.wav,Ronald Reagan,spoof,1,3.226
19914.wav,Donald Trump,bona-fide,0,2.427
19915.wav,Norm MacDonald,spoof,1,5.745
19916.wav,Barack Obama,bona-fide,0,2.6090625
19917.wav,John Cleese,bona-fide,0,2.5990625
19918.wav,Ayn Rand,bona-fide,0,2.752
19919.wav,Alec Guinness,bona-fide,0,1.3990625
19920.wav,Mark Zuckerberg,spoof,1,3.132
19921.wav,Ayn Rand,bona-fide,0,3.2530625
19922.wav,Barack Obama,bona-fide,0,5.384
19923.wav,Barack Obama,bona-fide,0,3.5250625
19924.wav,Alec Guinness,bona-fide,0,2.1860625
19925.wav,Alec Guinness,spoof,1,10.3150625
19926.wav,Ronald Reagan,spoof,1,1.861
19927.wav,Barack Obama,bona-fide,0,1.447
19928.wav,Donald Trump,bona-fide,0,7.531
19929.wav,Bill Clinton,bona-fide,0,1.6580625
19930.wav,Barack Obama,bona-fide,0,11.2990625
19931.wav,Mark Zuckerberg,spoof,1,4.495
19932.wav,Donald Trump,bona-fide,0,3.143
19933.wav,Martin Luther King,bona-fide,0,6.122
19934.wav,Alec Guinness,bona-fide,0,2.4490625
19935.wav,Christopher Hitchens,bona-fide,0,2.78
19936.wav,Bill Clinton,spoof,1,3.5460625
19937.wav,Barack Obama,bona-fide,0,3.713
19938.wav,Ayn Rand,bona-fide,0,2.8530625
19939.wav,Christopher Hitchens,bona-fide,0,3.4580625
19940.wav,John Cleese,bona-fide,0,6.524
19941.wav,Donald Trump,bona-fide,0,2.271
19942.wav,Alec Guinness,spoof,1,16.6910625
19943.wav,Louis Farrakhan,bona-fide,0,3.115
19944.wav,JFK,bona-fide,0,1.4790625
19945.wav,Barack Obama,bona-fide,0,3.2010625
19946.wav,Ronald Reagan,spoof,1,5.1380625
19947.wav,Bill Clinton,bona-fide,0,1.389
19948.wav,Barack Obama,bona-fide,0,4.282
19949.wav,Bernie Sanders,bona-fide,0,1.9160625
19950.wav,Donald Trump,bona-fide,0,5.388
19951.wav,Christopher Hitchens,spoof,1,10.064
19952.wav,Christopher Hitchens,bona-fide,0,1.401
19953.wav,Barack Obama,bona-fide,0,1.683
19954.wav,Mark Zuckerberg,bona-fide,0,5.708
19955.wav,George W. Bush,bona-fide,0,2.2870625
19956.wav,Winston Churchill,spoof,1,2.8700625
19957.wav,Alan Watts,spoof,1,1.261
19958.wav,Alec Guinness,spoof,1,3.7760625
19959.wav,Alec Guinness,bona-fide,0,2.7730625
19960.wav,Robert Kardashian,spoof,1,1.472
19961.wav,Martin Luther King,bona-fide,0,1.341
19962.wav,Ayn Rand,spoof,1,7.641
19963.wav,Barack Obama,bona-fide,0,2.4900625
19964.wav,Bernie Sanders,bona-fide,0,2.9310625
19965.wav,Barack Obama,bona-fide,0,13.963
19966.wav,Ayn Rand,spoof,1,6.622
19967.wav,Ayn Rand,bona-fide,0,2.425
19968.wav,Alec Guinness,spoof,1,7.7120625
19969.wav,Alec Guinness,bona-fide,0,10.543
19970.wav,Donald Trump,bona-fide,0,2.4530625
19971.wav,Louis Farrakhan,bona-fide,0,2.174
19972.wav,Christopher Hitchens,spoof,1,9.829
19973.wav,Ronald Reagan,spoof,1,4.9880625
19974.wav,The Notorious B.I.G.,spoof,1,2.329
19975.wav,JFK,bona-fide,0,1.9390625
19976.wav,Alexandria Ocasio-Cortez,spoof,1,5.323
19977.wav,Barack Obama,bona-fide,0,4.424
19978.wav,Alec Guinness,spoof,1,11.3700625
19979.wav,Ayn Rand,bona-fide,0,2.349
19980.wav,Bill Clinton,spoof,1,6.864
19981.wav,Donald Trump,bona-fide,0,22.2190625
19982.wav,Arnold Schwarzenegger,spoof,1,1.4940625
19983.wav,Bill Clinton,spoof,1,7.455
19984.wav,Christopher Hitchens,bona-fide,0,1.032
19985.wav,Milton Friedman,bona-fide,0,2.541
19986.wav,Alec Guinness,bona-fide,0,1.621
19987.wav,Arnold Schwarzenegger,spoof,1,1.315
19988.wav,Barack Obama,bona-fide,0,3.96
19989.wav,Ronald Reagan,spoof,1,3.0080625
19990.wav,Bill Clinton,bona-fide,0,1.826
19991.wav,Ayn Rand,bona-fide,0,1.169
19992.wav,Milton Friedman,spoof,1,2.4760625
19993.wav,Martin Luther King,spoof,1,4.4740625
19994.wav,Martin Luther King,spoof,1,5.074
19995.wav,Barack Obama,spoof,1,2.1540625
19996.wav,Barack Obama,bona-fide,0,1.2140625
19997.wav,Donald Trump,bona-fide,0,1.44
19998.wav,JFK,bona-fide,0,1.1430625
19999.wav,Ayn Rand,spoof,1,3.6300625
20000.wav,Bill Clinton,bona-fide,0,2.0990625
20001.wav,Ayn Rand,bona-fide,0,1.79
20002.wav,Norm MacDonald,spoof,1,1.364
20003.wav,Queen Elizabeth II,spoof,1,9.7860625
20004.wav,Martin Luther King,spoof,1,1.792
20005.wav,Alec Guinness,spoof,1,7.9130625
20006.wav,Donald Trump,bona-fide,0,1.746
20007.wav,Mark Zuckerberg,bona-fide,0,2.6980625
20008.wav,FDR,bona-fide,0,4.2550625
20009.wav,Christopher Hitchens,spoof,1,11.4770625
20010.wav,Bernie Sanders,spoof,1,3.0350625
20011.wav,Barack Obama,bona-fide,0,0.9700625
20012.wav,Christopher Hitchens,spoof,1,3.871
20013.wav,Ayn Rand,spoof,1,6.468
20014.wav,Louis Farrakhan,spoof,1,3.1380625
20015.wav,Donald Trump,bona-fide,0,2.8900625
20016.wav,Donald Trump,bona-fide,0,2.2360625
20017.wav,George Carlin,bona-fide,0,6.6930625
20018.wav,FDR,spoof,1,1.8950625
20019.wav,Bill Clinton,bona-fide,0,1.733
20020.wav,Norm MacDonald,spoof,1,10.0020625
20021.wav,Alec Guinness,bona-fide,0,1.616
20022.wav,Milton Friedman,bona-fide,0,6.9740625
20023.wav,Donald Trump,bona-fide,0,5.9090625
20024.wav,Donald Trump,bona-fide,0,1.423
20025.wav,Martin Luther King,bona-fide,0,14.893
20026.wav,Bill Clinton,bona-fide,0,1.4920625
20027.wav,JFK,spoof,1,4.944
20028.wav,Alec Guinness,spoof,1,2.2500625
20029.wav,Donald Trump,bona-fide,0,1.4910625
20030.wav,Bernie Sanders,bona-fide,0,4.1990625
20031.wav,Barack Obama,bona-fide,0,6.4540625
20032.wav,Alec Guinness,bona-fide,0,4.382
20033.wav,Adam Driver,spoof,1,1.1940625
20034.wav,Bernie Sanders,spoof,1,8.8180625
20035.wav,Barack Obama,spoof,1,2.954
20036.wav,Bernie Sanders,spoof,1,13.176
20037.wav,Bob Ross,spoof,1,2.501
20038.wav,Dwight Eisenhower,bona-fide,0,2.221
20039.wav,Boris Johnson,bona-fide,0,2.163
20040.wav,Donald Trump,bona-fide,0,2.838
20041.wav,Ayn Rand,bona-fide,0,1.366
20042.wav,Christopher Hitchens,bona-fide,0,1.0970625
20043.wav,Bernie Sanders,spoof,1,2.7160625
20044.wav,Bernie Sanders,spoof,1,8.5950625
20045.wav,Christopher Hitchens,spoof,1,2.151
20046.wav,Donald Trump,bona-fide,0,1.4240625
20047.wav,Alexandria Ocasio-Cortez,bona-fide,0,1.7310625
20048.wav,Alec Guinness,spoof,1,5.06
20049.wav,Barack Obama,bona-fide,0,2.84
20050.wav,Barack Obama,bona-fide,0,3.64
20051.wav,Bernie Sanders,bona-fide,0,8.1270625
20052.wav,Donald Trump,bona-fide,0,4.4920625
20053.wav,Alec Guinness,spoof,1,6.3780625
20054.wav,Bernie Sanders,bona-fide,0,3.473
20055.wav,Donald Trump,bona-fide,0,5.22
20056.wav,Barack Obama,bona-fide,0,1.683
20057.wav,Bernie Sanders,bona-fide,0,10.141
20058.wav,Bernie Sanders,bona-fide,0,7.908
20059.wav,Ayn Rand,spoof,1,2.2360625
20060.wav,Gilbert Gottfried,bona-fide,0,4.0530625
20061.wav,Robert Kardashian,bona-fide,0,1.868
20062.wav,Donald Trump,bona-fide,0,2.4380625
20063.wav,Barack Obama,spoof,1,2.963
20064.wav,Ronald Reagan,spoof,1,3.6660625
20065.wav,Donald Trump,bona-fide,0,7.923
20066.wav,Alan Watts,bona-fide,0,11.062
20067.wav,Ayn Rand,bona-fide,0,2.811
20068.wav,Ayn Rand,bona-fide,0,1.891
20069.wav,Arnold Schwarzenegger,spoof,1,4.1890625
20070.wav,Alexandria Ocasio-Cortez,bona-fide,0,6.7960625
20071.wav,Donald Trump,bona-fide,0,3.922
20072.wav,Harry Truman,bona-fide,0,3.498
20073.wav,Barack Obama,bona-fide,0,2.4320625
20074.wav,Bernie Sanders,bona-fide,0,3.4160625
20075.wav,Donald Trump,bona-fide,0,3.9890625
20076.wav,Louis Farrakhan,spoof,1,7.0960625
20077.wav,Donald Trump,bona-fide,0,3.9100625
20078.wav,Queen Elizabeth II,bona-fide,0,4.007
20079.wav,Ronald Reagan,spoof,1,2.56
20080.wav,Bill Clinton,bona-fide,0,1.969
20081.wav,Donald Trump,bona-fide,0,5.8580625
20082.wav,Orson Welles,spoof,1,4.32
20083.wav,Alec Guinness,bona-fide,0,1.4510625
20084.wav,Bill Clinton,spoof,1,3.409
20085.wav,Barack Obama,bona-fide,0,2.705
20086.wav,Bernie Sanders,spoof,1,3.008
20087.wav,Alec Guinness,spoof,1,7.6750625
20088.wav,Winston Churchill,bona-fide,0,2.915
20089.wav,FDR,bona-fide,0,7.4380625
20090.wav,Bill Clinton,bona-fide,0,2.7040625
20091.wav,Queen Elizabeth II,spoof,1,1.634
20092.wav,Bernie Sanders,bona-fide,0,0.88
20093.wav,Barack Obama,bona-fide,0,5.084
20094.wav,George W. Bush,spoof,1,8.81
20095.wav,Ayn Rand,bona-fide,0,4.8440625
20096.wav,Bernie Sanders,spoof,1,5.1390625
20097.wav,Barack Obama,bona-fide,0,3.361
20098.wav,Bill Clinton,bona-fide,0,3.2910625
20099.wav,Bernie Sanders,bona-fide,0,6.1310625
20100.wav,Bill Clinton,spoof,1,8.7780625
20101.wav,Milton Friedman,spoof,1,7.589
20102.wav,Donald Trump,bona-fide,0,3.345
20103.wav,Donald Trump,bona-fide,0,2.393
20104.wav,Bill Clinton,bona-fide,0,1.0390625
20105.wav,Louis Farrakhan,bona-fide,0,2.988
20106.wav,Martin Luther King,bona-fide,0,1.2470625
20107.wav,Bernie Sanders,bona-fide,0,2.94
20108.wav,Bill Clinton,bona-fide,0,1.7270625
20109.wav,Barack Obama,bona-fide,0,1.185
20110.wav,Bernie Sanders,spoof,1,2.253
20111.wav,Queen Elizabeth II,spoof,1,3.723
20112.wav,JFK,spoof,1,1.252
20113.wav,JFK,spoof,1,1.638
20114.wav,Winston Churchill,bona-fide,0,2.8580625
20115.wav,Bernie Sanders,bona-fide,0,5.7940625
20116.wav,Alan Watts,bona-fide,0,1.545
20117.wav,Bill Clinton,bona-fide,0,2.546
20118.wav,Winston Churchill,spoof,1,1.787
20119.wav,Mark Zuckerberg,bona-fide,0,7.668
20120.wav,Ayn Rand,spoof,1,4.465
20121.wav,Boris Johnson,bona-fide,0,1.267
20122.wav,Barack Obama,bona-fide,0,6.361
20123.wav,Barack Obama,bona-fide,0,5.572
20124.wav,Barack Obama,bona-fide,0,3.075
20125.wav,Alec Guinness,bona-fide,0,2.641
20126.wav,Christopher Hitchens,bona-fide,0,3.4740625
20127.wav,Barack Obama,bona-fide,0,4.535
20128.wav,Bernie Sanders,bona-fide,0,1.0750625
20129.wav,Bernie Sanders,spoof,1,4.4680625
20130.wav,Ronald Reagan,spoof,1,3.6860625
20131.wav,Mark Zuckerberg,bona-fide,0,5.3190625
20132.wav,Alec Guinness,bona-fide,0,3.4300625
20133.wav,Ronald Reagan,spoof,1,22.032
20134.wav,Winston Churchill,spoof,1,2.27
20135.wav,Donald Trump,bona-fide,0,4.7930625
20136.wav,Ayn Rand,spoof,1,3.3110625
20137.wav,Donald Trump,bona-fide,0,20.7180625
20138.wav,Bernie Sanders,bona-fide,0,2.6980625
20139.wav,Bernie Sanders,bona-fide,0,12.558
20140.wav,Ayn Rand,bona-fide,0,2.272
20141.wav,Alec Guinness,bona-fide,0,6.445
20142.wav,Donald Trump,bona-fide,0,4.741
20143.wav,Martin Luther King,spoof,1,2.0910625
20144.wav,Louis Farrakhan,bona-fide,0,4.0580625
20145.wav,Alec Guinness,bona-fide,0,2.752
20146.wav,Arnold Schwarzenegger,spoof,1,1.3390625
20147.wav,Alec Guinness,bona-fide,0,3.41
20148.wav,Bill Clinton,bona-fide,0,2.025
20149.wav,Ronald Reagan,spoof,1,4.549
20150.wav,Barack Obama,spoof,1,2.123
20151.wav,Queen Elizabeth II,spoof,1,9.301
20152.wav,Bill Clinton,spoof,1,6.0590625
20153.wav,Adam Driver,spoof,1,5.662
20154.wav,Bernie Sanders,spoof,1,1.946
20155.wav,Alec Guinness,spoof,1,2.5290625
20156.wav,Adam Driver,bona-fide,0,7.923
20157.wav,Alec Guinness,spoof,1,2.6130625
20158.wav,Louis C.K.,bona-fide,0,3.191
20159.wav,Mark Zuckerberg,spoof,1,5.6720625
20160.wav,Alec Guinness,bona-fide,0,4.304
20161.wav,Alan Watts,spoof,1,1.5270625
20162.wav,Barack Obama,bona-fide,0,1.6330625
20163.wav,Queen Elizabeth II,spoof,1,2.846
20164.wav,Nick Offerman,bona-fide,0,2.2790625
20165.wav,Bernie Sanders,spoof,1,2.2690625
20166.wav,Bill Clinton,bona-fide,0,2.3720625
20167.wav,Alec Guinness,bona-fide,0,0.979
20168.wav,Bernie Sanders,bona-fide,0,15.282
20169.wav,Donald Trump,spoof,1,3.872
20170.wav,Tucker Carlson,spoof,1,11.2910625
20171.wav,Queen Elizabeth II,spoof,1,3.244
20172.wav,Donald Trump,bona-fide,0,1.1310625
20173.wav,Bernie Sanders,spoof,1,2.346
20174.wav,Nelson Mandela,spoof,1,2.2930625
20175.wav,Alec Guinness,bona-fide,0,1.5910625
20176.wav,Ayn Rand,spoof,1,5.982
20177.wav,Ronald Reagan,bona-fide,0,2.0790625
20178.wav,Ayn Rand,spoof,1,4.1480625
20179.wav,George W. Bush,spoof,1,1.191
20180.wav,Bernie Sanders,spoof,1,1.685
20181.wav,Bill Clinton,bona-fide,0,1.1740625
20182.wav,Ayn Rand,bona-fide,0,6.0700625
20183.wav,Bill Clinton,bona-fide,0,2.109
20184.wav,Alan Watts,spoof,1,2.005
20185.wav,Barack Obama,bona-fide,0,2.709
20186.wav,Milton Friedman,bona-fide,0,8.2930625
20187.wav,Donald Trump,bona-fide,0,7.544
20188.wav,Bernie Sanders,spoof,1,4.317
20189.wav,Alec Guinness,spoof,1,5.4360625
20190.wav,Ayn Rand,bona-fide,0,1.8570625
20191.wav,JFK,spoof,1,1.5370625
20192.wav,Alec Guinness,bona-fide,0,6.5740625
20193.wav,Alec Guinness,spoof,1,3.421
20194.wav,Alec Guinness,bona-fide,0,3.3780625
20195.wav,Gilbert Gottfried,spoof,1,5.169
20196.wav,Bernie Sanders,spoof,1,5.67
20197.wav,Alec Guinness,spoof,1,3.829
20198.wav,Malcolm X,bona-fide,0,3.372
20199.wav,Barack Obama,bona-fide,0,1.771
20200.wav,Bill Clinton,spoof,1,1.407
20201.wav,Donald Trump,bona-fide,0,4.2670625
20202.wav,Bernie Sanders,bona-fide,0,3.8120625
20203.wav,Dave Chappelle,bona-fide,0,8.4110625
20204.wav,Ayn Rand,spoof,1,1.7970625
20205.wav,Barack Obama,bona-fide,0,7.3710625
20206.wav,Christopher Hitchens,bona-fide,0,2.4790625
20207.wav,Bill Clinton,bona-fide,0,2.074
20208.wav,Barack Obama,bona-fide,0,7.322
20209.wav,Barack Obama,bona-fide,0,13.3930625
20210.wav,Barack Obama,bona-fide,0,3.7380625
20211.wav,The Notorious B.I.G.,spoof,1,9.5740625
20212.wav,Lyndon Johnson,bona-fide,0,3.584
20213.wav,Mark Zuckerberg,bona-fide,0,5.606
20214.wav,2Pac,bona-fide,0,1.967
20215.wav,Robert Kardashian,bona-fide,0,5.167
20216.wav,Mark Zuckerberg,bona-fide,0,3.1090625
20217.wav,2Pac,spoof,1,19.606
20218.wav,Arnold Schwarzenegger,bona-fide,0,4.908
20219.wav,Winston Churchill,bona-fide,0,2.3
20220.wav,Alec Guinness,bona-fide,0,1.1970625
20221.wav,Barack Obama,bona-fide,0,5.903
20222.wav,Bernie Sanders,bona-fide,0,2.322
20223.wav,Bill Clinton,bona-fide,0,1.887
20224.wav,Bernie Sanders,bona-fide,0,3.3270625
20225.wav,Barack Obama,bona-fide,0,8.4690625
20226.wav,Arnold Schwarzenegger,bona-fide,0,3.968
20227.wav,Alec Guinness,bona-fide,0,5.8160625
20228.wav,Barack Obama,bona-fide,0,5.313
20229.wav,Bernie Sanders,spoof,1,9.153
20230.wav,Alexandria Ocasio-Cortez,bona-fide,0,6.6350625
20231.wav,FDR,spoof,1,2.6780625
20232.wav,Boris Johnson,bona-fide,0,1.101
20233.wav,Ayn Rand,bona-fide,0,0.8980625
20234.wav,Donald Trump,bona-fide,0,4.01
20235.wav,Barack Obama,bona-fide,0,2.0940625
20236.wav,Milton Friedman,bona-fide,0,4.3920625
20237.wav,Donald Trump,spoof,1,3.805
20238.wav,Boris Johnson,bona-fide,0,0.952
20239.wav,Boris Johnson,bona-fide,0,9.753
20240.wav,2Pac,spoof,1,4.7620625
20241.wav,Dwight Eisenhower,bona-fide,0,2.649
20242.wav,Bill Clinton,spoof,1,13.7140625
20243.wav,Barack Obama,bona-fide,0,3.447
20244.wav,Ayn Rand,bona-fide,0,3.7730625
20245.wav,Ronald Reagan,bona-fide,0,1.681
20246.wav,FDR,bona-fide,0,3.924
20247.wav,Barack Obama,bona-fide,0,1.3710625
20248.wav,Bernie Sanders,bona-fide,0,6.352
20249.wav,Mark Zuckerberg,spoof,1,18.9320625
20250.wav,Bernie Sanders,bona-fide,0,1.261
20251.wav,Donald Trump,bona-fide,0,3.6180625
20252.wav,Barack Obama,bona-fide,0,2.868
20253.wav,Bernie Sanders,spoof,1,4.7720625
20254.wav,Queen Elizabeth II,spoof,1,4.0880625
20255.wav,Bill Clinton,bona-fide,0,2.9510625
20256.wav,Bill Clinton,bona-fide,0,4.17
20257.wav,Winston Churchill,bona-fide,0,2.7360625
20258.wav,Martin Luther King,bona-fide,0,1.511
20259.wav,Bernie Sanders,bona-fide,0,1.3190625
20260.wav,Barack Obama,bona-fide,0,0.6570625
20261.wav,George W. Bush,spoof,1,2.3160625
20262.wav,Dwight Eisenhower,bona-fide,0,2.5350625
20263.wav,Bernie Sanders,bona-fide,0,1.4040625
20264.wav,Bill Clinton,spoof,1,4.835
20265.wav,Bill Clinton,spoof,1,6.0180625
20266.wav,Bernie Sanders,bona-fide,0,2.9710625
20267.wav,Ayn Rand,bona-fide,0,5.3380625
20268.wav,Arnold Schwarzenegger,bona-fide,0,1.7410625
20269.wav,Bill Clinton,spoof,1,6.1150625
20270.wav,JFK,bona-fide,0,2.082
20271.wav,Arnold Schwarzenegger,bona-fide,0,2.7810625
20272.wav,Louis Farrakhan,bona-fide,0,4.6540625
20273.wav,Alexandria Ocasio-Cortez,spoof,1,9.901
20274.wav,Kanye West,bona-fide,0,5.985
20275.wav,Barack Obama,bona-fide,0,4.109
20276.wav,Alec Guinness,spoof,1,16.888
20277.wav,Martin Luther King,bona-fide,0,7.249
20278.wav,Winston Churchill,spoof,1,2.4170625
20279.wav,Bernie Sanders,spoof,1,8.716
20280.wav,Mark Zuckerberg,bona-fide,0,9.8280625
20281.wav,JFK,bona-fide,0,7.106
20282.wav,Winston Churchill,bona-fide,0,1.404
20283.wav,Ayn Rand,bona-fide,0,2.3330625
20284.wav,Mark Zuckerberg,bona-fide,0,7.142
20285.wav,Bernie Sanders,bona-fide,0,9.606
20286.wav,Donald Trump,bona-fide,0,1.744
20287.wav,Louis Farrakhan,bona-fide,0,2.014
20288.wav,Gilbert Gottfried,bona-fide,0,3.304
20289.wav,Alan Watts,spoof,1,3.1170625
20290.wav,Donald Trump,bona-fide,0,1.6990625
20291.wav,Alec Guinness,bona-fide,0,1.1170625
20292.wav,Barack Obama,bona-fide,0,1.2730625
20293.wav,Barack Obama,bona-fide,0,2.8780625
20294.wav,Alec Guinness,spoof,1,3.6450625
20295.wav,Ayn Rand,bona-fide,0,2.205
20296.wav,Christopher Hitchens,bona-fide,0,3.3950625
20297.wav,Alec Guinness,spoof,1,5.2230625
20298.wav,Bernie Sanders,bona-fide,0,5.842
20299.wav,Donald Trump,bona-fide,0,6.444
20300.wav,Donald Trump,bona-fide,0,4.223
20301.wav,Ronald Reagan,bona-fide,0,2.527
20302.wav,Alan Watts,spoof,1,1.082
20303.wav,Alec Guinness,spoof,1,2.5190625
20304.wav,Alec Guinness,bona-fide,0,3.8130625
20305.wav,Ayn Rand,spoof,1,9.8970625
20306.wav,Christopher Hitchens,spoof,1,6.002
20307.wav,Alec Guinness,bona-fide,0,4.33
20308.wav,Bill Clinton,bona-fide,0,3.0700625
20309.wav,Donald Trump,bona-fide,0,4.561
20310.wav,Queen Elizabeth II,bona-fide,0,0.6950625
20311.wav,Ayn Rand,spoof,1,2.4920625
20312.wav,JFK,spoof,1,2.007
20313.wav,Donald Trump,bona-fide,0,3.644
20314.wav,Barack Obama,bona-fide,0,1.361
20315.wav,Barack Obama,bona-fide,0,3.763
20316.wav,Malcolm X,bona-fide,0,7.111
20317.wav,Donald Trump,bona-fide,0,4.504
20318.wav,Alexandria Ocasio-Cortez,spoof,1,3.9700625
20319.wav,Ronald Reagan,spoof,1,3.007
20320.wav,Alec Guinness,spoof,1,6.562
20321.wav,Bill Clinton,bona-fide,0,0.9990625
20322.wav,FDR,bona-fide,0,2.143
20323.wav,Ayn Rand,spoof,1,11.366
20324.wav,Boris Johnson,spoof,1,21.682
20325.wav,Nelson Mandela,spoof,1,2.304
20326.wav,Alec Guinness,spoof,1,3.2360625
20327.wav,Milton Friedman,bona-fide,0,1.5940625
20328.wav,Alec Guinness,bona-fide,0,3.64
20329.wav,Donald Trump,bona-fide,0,2.487
20330.wav,Dwight Eisenhower,bona-fide,0,1.681
20331.wav,Donald Trump,bona-fide,0,5.5940625
20332.wav,Arnold Schwarzenegger,bona-fide,0,2.7470625
20333.wav,Barack Obama,bona-fide,0,2.7880625
20334.wav,Ayn Rand,spoof,1,7.0850625
20335.wav,George W. Bush,spoof,1,2.0850625
