file,speaker,label,numeric_label
11799.wav,Donald Trump,bona-fide,0
11800.wav,Alec Guinness,spoof,1
11801.wav,JFK,spoof,1
11802.wav,Kanye West,bona-fide,0
11803.wav,Ronald Reagan,spoof,1
11804.wav,Ronald Reagan,spoof,1
11805.wav,Ayn Rand,spoof,1
11806.wav,Martin Luther King,bona-fide,0
11807.wav,Barack Obama,bona-fide,0
11808.wav,Nelson Mandela,spoof,1
11809.wav,Barack Obama,spoof,1
11810.wav,Bill Clinton,bona-fide,0
11811.wav,Alec Guinness,spoof,1
11812.wav,Donald Trump,bona-fide,0
11813.wav,Louis Farrakhan,bona-fide,0
11814.wav,Ayn Rand,spoof,1
11815.wav,Bill Clinton,spoof,1
11816.wav,Barack Obama,bona-fide,0
11817.wav,Bernie Sanders,spoof,1
11818.wav,2Pac,bona-fide,0
11819.wav,Queen Elizabeth II,spoof,1
11820.wav,Ronald Reagan,spoof,1
11821.wav,Alec Guinness,bona-fide,0
11822.wav,Alec Guinness,spoof,1
11823.wav,Arnold Schwarzenegger,spoof,1
11824.wav,Ronald Reagan,bona-fide,0
11825.wav,Ronald Reagan,spoof,1
11826.wav,Donald Trump,bona-fide,0
11827.wav,Alec Guinness,bona-fide,0
11828.wav,Donald Trump,bona-fide,0
11829.wav,JFK,spoof,1
11830.wav,Ayn Rand,spoof,1
11831.wav,Bernie Sanders,spoof,1
11832.wav,Donald Trump,bona-fide,0
11833.wav,Alan Watts,spoof,1
11834.wav,George W. Bush,spoof,1
11835.wav,Donald Trump,spoof,1
11836.wav,Donald Trump,spoof,1
11837.wav,Martin Luther King,bona-fide,0
11838.wav,George W. Bush,spoof,1
11839.wav,Bernie Sanders,spoof,1
11840.wav,Donald Trump,bona-fide,0
11841.wav,Martin Luther King,bona-fide,0
11842.wav,Barack Obama,bona-fide,0
11843.wav,Barack Obama,bona-fide,0
11844.wav,Mark Zuckerberg,bona-fide,0
11845.wav,Ayn Rand,spoof,1
11846.wav,Donald Trump,bona-fide,0
11847.wav,Bernie Sanders,bona-fide,0
11848.wav,Bill Clinton,spoof,1
11849.wav,Donald Trump,bona-fide,0
11850.wav,Ayn Rand,bona-fide,0
11851.wav,Bernie Sanders,bona-fide,0
11852.wav,Gilbert Gottfried,bona-fide,0
11853.wav,Donald Trump,spoof,1
11854.wav,Ronald Reagan,spoof,1
11855.wav,Bernie Sanders,bona-fide,0
11856.wav,Queen Elizabeth II,spoof,1
11857.wav,Ronald Reagan,spoof,1
11858.wav,Bill Clinton,spoof,1
11859.wav,Mark Zuckerberg,spoof,1
11860.wav,Martin Luther King,spoof,1
11861.wav,Barack Obama,bona-fide,0
11862.wav,Ayn Rand,spoof,1
11863.wav,FDR,bona-fide,0
11864.wav,Alan Watts,spoof,1
11865.wav,Alan Watts,spoof,1
11866.wav,George Carlin,bona-fide,0
11867.wav,Winston Churchill,spoof,1
11868.wav,Ronald Reagan,bona-fide,0
11869.wav,Donald Trump,bona-fide,0
11870.wav,Bill Burr,bona-fide,0
11871.wav,Ayn Rand,bona-fide,0
11872.wav,Gilbert Gottfried,bona-fide,0
11873.wav,Bernie Sanders,bona-fide,0
11874.wav,Ayn Rand,bona-fide,0
11875.wav,FDR,spoof,1
11876.wav,Ayn Rand,spoof,1
11877.wav,Louis Farrakhan,bona-fide,0
11878.wav,Richard Nixon,bona-fide,0
11879.wav,Alec Guinness,spoof,1
11880.wav,Barack Obama,bona-fide,0
11881.wav,Bernie Sanders,bona-fide,0
11882.wav,Louis Farrakhan,bona-fide,0
11883.wav,Arnold Schwarzenegger,bona-fide,0
11884.wav,Arnold Schwarzenegger,bona-fide,0
11885.wav,Donald Trump,bona-fide,0
11886.wav,Alec Guinness,spoof,1
11887.wav,Martin Luther King,spoof,1
11888.wav,Bernie Sanders,spoof,1
11889.wav,Bill Clinton,spoof,1
11890.wav,Barack Obama,spoof,1
11891.wav,Barack Obama,bona-fide,0
11892.wav,Bill Clinton,bona-fide,0
11893.wav,Barack Obama,bona-fide,0
11894.wav,George W. Bush,spoof,1
11895.wav,Christopher Hitchens,bona-fide,0
11896.wav,Richard Nixon,spoof,1
11897.wav,Queen Elizabeth II,spoof,1
11898.wav,Alec Guinness,bona-fide,0
11899.wav,Milton Friedman,bona-fide,0
11900.wav,Mark Zuckerberg,spoof,1
11901.wav,Ronald Reagan,spoof,1
11902.wav,Barack Obama,bona-fide,0
11903.wav,Bernie Sanders,bona-fide,0
11904.wav,Alec Guinness,spoof,1
11905.wav,Nick Offerman,bona-fide,0
11906.wav,Mr. Rogers,bona-fide,0
11907.wav,Bernie Sanders,bona-fide,0
11908.wav,Alec Guinness,bona-fide,0
11909.wav,Alec Guinness,spoof,1
11910.wav,Bill Clinton,bona-fide,0
11911.wav,Barack Obama,bona-fide,0
11912.wav,Alec Guinness,bona-fide,0
11913.wav,Barack Obama,bona-fide,0
11914.wav,JFK,spoof,1
11915.wav,Barack Obama,bona-fide,0
11916.wav,Bill Clinton,spoof,1
11917.wav,Alec Guinness,bona-fide,0
11918.wav,Barack Obama,bona-fide,0
11919.wav,Donald Trump,bona-fide,0
11920.wav,Ayn Rand,spoof,1
11921.wav,Barack Obama,bona-fide,0
11922.wav,Bernie Sanders,bona-fide,0
11923.wav,Donald Trump,bona-fide,0
11924.wav,Ayn Rand,spoof,1
11925.wav,Alec Guinness,bona-fide,0
11926.wav,JFK,bona-fide,0
11927.wav,Ayn Rand,bona-fide,0
11928.wav,Arnold Schwarzenegger,bona-fide,0
11929.wav,Ayn Rand,bona-fide,0
11930.wav,Donald Trump,bona-fide,0
11931.wav,Donald Trump,bona-fide,0
11932.wav,Winston Churchill,bona-fide,0
11933.wav,Barack Obama,bona-fide,0
11934.wav,FDR,bona-fide,0
11935.wav,Kanye West,bona-fide,0
11936.wav,Mr. Rogers,spoof,1
11937.wav,Alec Guinness,spoof,1
11938.wav,Louis Farrakhan,bona-fide,0
11939.wav,Mark Zuckerberg,bona-fide,0
11940.wav,Martin Luther King,bona-fide,0
11941.wav,Ronald Reagan,spoof,1
11942.wav,Barack Obama,bona-fide,0
11943.wav,FDR,bona-fide,0
11944.wav,Barack Obama,bona-fide,0
11945.wav,Kanye West,spoof,1
11946.wav,Ayn Rand,bona-fide,0
11947.wav,Ayn Rand,bona-fide,0
11948.wav,Christopher Hitchens,bona-fide,0
11949.wav,Alec Guinness,spoof,1
11950.wav,Donald Trump,bona-fide,0
11951.wav,Mark Zuckerberg,spoof,1
11952.wav,Ayn Rand,bona-fide,0
11953.wav,Christopher Hitchens,spoof,1
11954.wav,Barack Obama,bona-fide,0
11955.wav,Ayn Rand,spoof,1
11956.wav,Barack Obama,bona-fide,0
11957.wav,Donald Trump,bona-fide,0
11958.wav,Bill Clinton,bona-fide,0
11959.wav,Alec Guinness,bona-fide,0
11960.wav,Ayn Rand,bona-fide,0
11961.wav,Mark Zuckerberg,bona-fide,0
11962.wav,Mark Zuckerberg,spoof,1
11963.wav,Bill Clinton,spoof,1
11964.wav,Ronald Reagan,bona-fide,0
11965.wav,Milton Friedman,spoof,1
11966.wav,Bernie Sanders,bona-fide,0
11967.wav,Bernie Sanders,spoof,1
11968.wav,Bill Clinton,spoof,1
11969.wav,Donald Trump,bona-fide,0
11970.wav,Donald Trump,bona-fide,0
11971.wav,Boris Johnson,spoof,1
11972.wav,Martin Luther King,spoof,1
11973.wav,Kanye West,bona-fide,0
11974.wav,Bernie Sanders,bona-fide,0
11975.wav,Ayn Rand,spoof,1
11976.wav,Alan Watts,spoof,1
11977.wav,JFK,spoof,1
11978.wav,Bill Clinton,bona-fide,0
11979.wav,Barack Obama,bona-fide,0
11980.wav,Norm MacDonald,spoof,1
11981.wav,Alec Guinness,spoof,1
11982.wav,Barack Obama,bona-fide,0
11983.wav,Donald Trump,bona-fide,0
11984.wav,Barack Obama,spoof,1
11985.wav,Barack Obama,bona-fide,0
11986.wav,Alec Guinness,spoof,1
11987.wav,Malcolm X,bona-fide,0
11988.wav,Mark Zuckerberg,bona-fide,0
11989.wav,Ayn Rand,bona-fide,0
11990.wav,Alec Guinness,spoof,1
11991.wav,Bill Clinton,bona-fide,0
11992.wav,Martin Luther King,bona-fide,0
11993.wav,Christopher Hitchens,bona-fide,0
11994.wav,Adam Driver,bona-fide,0
11995.wav,George W. Bush,spoof,1
11996.wav,Bernie Sanders,bona-fide,0
11997.wav,Alec Guinness,spoof,1
11998.wav,Jerry Seinfeld,spoof,1
11999.wav,Barack Obama,bona-fide,0
12000.wav,Barack Obama,bona-fide,0
12001.wav,Donald Trump,bona-fide,0
12002.wav,Donald Trump,bona-fide,0
12003.wav,Bernie Sanders,bona-fide,0
12004.wav,Barack Obama,bona-fide,0
12005.wav,Bill Clinton,spoof,1
12006.wav,Gilbert Gottfried,bona-fide,0
12007.wav,Milton Friedman,bona-fide,0
12008.wav,Alan Watts,spoof,1
12009.wav,Jimmy Carter,spoof,1
12010.wav,Christopher Hitchens,spoof,1
12011.wav,Bernie Sanders,bona-fide,0
12012.wav,Gilbert Gottfried,bona-fide,0
12013.wav,Winston Churchill,bona-fide,0
12014.wav,Donald Trump,bona-fide,0
12015.wav,2Pac,spoof,1
12016.wav,JFK,spoof,1
12017.wav,Calvin Coolidge,bona-fide,0
12018.wav,Gilbert Gottfried,spoof,1
12019.wav,Christopher Hitchens,spoof,1
12020.wav,Bill Clinton,bona-fide,0
12021.wav,Nelson Mandela,spoof,1
12022.wav,Bill Clinton,bona-fide,0
12023.wav,Donald Trump,bona-fide,0
12024.wav,Nelson Mandela,bona-fide,0
12025.wav,Norm MacDonald,spoof,1
12026.wav,Adam Driver,spoof,1
12027.wav,Alan Watts,spoof,1
12028.wav,Bernie Sanders,bona-fide,0
12029.wav,Calvin Coolidge,bona-fide,0
12030.wav,Alec Guinness,spoof,1
12031.wav,Ayn Rand,bona-fide,0
12032.wav,Donald Trump,bona-fide,0
12033.wav,Donald Trump,bona-fide,0
12034.wav,Donald Trump,bona-fide,0
12035.wav,Barack Obama,bona-fide,0
12036.wav,Barack Obama,bona-fide,0
12037.wav,Winston Churchill,bona-fide,0
12038.wav,Barack Obama,bona-fide,0
12039.wav,Barack Obama,bona-fide,0
12040.wav,Bill Clinton,bona-fide,0
12041.wav,Alec Guinness,bona-fide,0
12042.wav,Queen Elizabeth II,spoof,1
12043.wav,Kanye West,spoof,1
12044.wav,Alec Guinness,spoof,1
12045.wav,Milton Friedman,spoof,1
12046.wav,Scarlett Johansson,spoof,1
12047.wav,Alec Guinness,bona-fide,0
12048.wav,Donald Trump,bona-fide,0
12049.wav,Alec Guinness,spoof,1
12050.wav,Bill Clinton,bona-fide,0
12051.wav,Ayn Rand,bona-fide,0
12052.wav,Barack Obama,bona-fide,0
12053.wav,Milton Friedman,spoof,1
12054.wav,Bill Clinton,bona-fide,0
12055.wav,John Cleese,bona-fide,0
12056.wav,Martin Luther King,spoof,1
12057.wav,Norm MacDonald,spoof,1
12058.wav,Bill Burr,bona-fide,0
12059.wav,Donald Trump,bona-fide,0
12060.wav,Ayn Rand,spoof,1
12061.wav,Barack Obama,bona-fide,0
12062.wav,Mr. Rogers,spoof,1
12063.wav,George Carlin,spoof,1
12064.wav,Bill Clinton,bona-fide,0
12065.wav,JFK,bona-fide,0
12066.wav,Barack Obama,bona-fide,0
12067.wav,Barack Obama,bona-fide,0
12068.wav,Bernie Sanders,bona-fide,0
12069.wav,Ayn Rand,spoof,1
12070.wav,Alec Guinness,bona-fide,0
12071.wav,Christopher Hitchens,spoof,1
12072.wav,Alec Guinness,bona-fide,0
12073.wav,Barack Obama,bona-fide,0
12074.wav,Bill Clinton,bona-fide,0
12075.wav,Bill Clinton,spoof,1
12076.wav,Norm MacDonald,bona-fide,0
12077.wav,FDR,spoof,1
12078.wav,Alec Guinness,bona-fide,0
12079.wav,Ayn Rand,spoof,1
12080.wav,Nelson Mandela,spoof,1
12081.wav,Kanye West,spoof,1
12082.wav,Alec Guinness,bona-fide,0
12083.wav,Richard Nixon,bona-fide,0
12084.wav,Kanye West,spoof,1
12085.wav,Bernie Sanders,spoof,1
12086.wav,Alec Guinness,spoof,1
12087.wav,Alec Guinness,spoof,1
12088.wav,Alec Guinness,spoof,1
12089.wav,Ayn Rand,bona-fide,0
12090.wav,Christopher Hitchens,spoof,1
12091.wav,John Cleese,spoof,1
12092.wav,Dwight Eisenhower,spoof,1
12093.wav,Bernie Sanders,spoof,1
12094.wav,Barack Obama,bona-fide,0
12095.wav,Barack Obama,bona-fide,0
12096.wav,John Cleese,bona-fide,0
12097.wav,Donald Trump,bona-fide,0
12098.wav,Donald Trump,bona-fide,0
12099.wav,Kanye West,bona-fide,0
12100.wav,Frank Sinatra,spoof,1
12101.wav,Queen Elizabeth II,bona-fide,0
12102.wav,Barack Obama,bona-fide,0
12103.wav,Adam Driver,spoof,1
12104.wav,Alec Guinness,bona-fide,0
12105.wav,Bernie Sanders,spoof,1
12106.wav,Donald Trump,bona-fide,0
12107.wav,Donald Trump,bona-fide,0
12108.wav,Ayn Rand,bona-fide,0
12109.wav,Barack Obama,bona-fide,0
12110.wav,Bill Clinton,bona-fide,0
12111.wav,Bill Clinton,bona-fide,0
12112.wav,Alec Guinness,bona-fide,0
12113.wav,Bill Clinton,bona-fide,0
12114.wav,Milton Friedman,bona-fide,0
12115.wav,Donald Trump,bona-fide,0
12116.wav,Barack Obama,bona-fide,0
12117.wav,Alec Guinness,spoof,1
12118.wav,Bill Clinton,bona-fide,0
12119.wav,Mark Zuckerberg,spoof,1
12120.wav,Richard Nixon,spoof,1
12121.wav,Milton Friedman,spoof,1
12122.wav,Alec Guinness,bona-fide,0
12123.wav,Richard Nixon,bona-fide,0
12124.wav,FDR,spoof,1
12125.wav,Ayn Rand,bona-fide,0
12126.wav,Barack Obama,bona-fide,0
12127.wav,Barack Obama,bona-fide,0
12128.wav,Ayn Rand,spoof,1
12129.wav,Barack Obama,bona-fide,0
12130.wav,Donald Trump,bona-fide,0
12131.wav,Ronald Reagan,spoof,1
12132.wav,Ayn Rand,bona-fide,0
12133.wav,Donald Trump,bona-fide,0
12134.wav,JFK,bona-fide,0
12135.wav,Bernie Sanders,bona-fide,0
12136.wav,Barack Obama,bona-fide,0
12137.wav,Ronald Reagan,spoof,1
12138.wav,Christopher Hitchens,bona-fide,0
12139.wav,Christopher Hitchens,bona-fide,0
12140.wav,Ayn Rand,spoof,1
12141.wav,Milton Friedman,bona-fide,0
12142.wav,Billie Eilish,spoof,1
12143.wav,Bill Clinton,bona-fide,0
12144.wav,Mark Zuckerberg,bona-fide,0
12145.wav,Alec Guinness,spoof,1
12146.wav,Dwight Eisenhower,bona-fide,0
12147.wav,Barack Obama,bona-fide,0
12148.wav,Donald Trump,bona-fide,0
12149.wav,Winston Churchill,bona-fide,0
12150.wav,FDR,bona-fide,0
12151.wav,Barack Obama,bona-fide,0
12152.wav,Richard Nixon,spoof,1
12153.wav,Barack Obama,bona-fide,0
12154.wav,Christopher Hitchens,spoof,1
12155.wav,Alexandria Ocasio-Cortez,bona-fide,0
12156.wav,Bill Burr,spoof,1
12157.wav,Mr. Rogers,spoof,1
12158.wav,Milton Friedman,bona-fide,0
12159.wav,JFK,spoof,1
12160.wav,Barack Obama,bona-fide,0
12161.wav,FDR,bona-fide,0
12162.wav,Martin Luther King,bona-fide,0
12163.wav,Robert Kardashian,bona-fide,0
12164.wav,Barack Obama,bona-fide,0
12165.wav,Ayn Rand,bona-fide,0
12166.wav,Christopher Hitchens,spoof,1
12167.wav,Alexandria Ocasio-Cortez,spoof,1
12168.wav,Alec Guinness,spoof,1
12169.wav,Bernie Sanders,spoof,1
12170.wav,Winston Churchill,bona-fide,0
12171.wav,Bill Clinton,bona-fide,0
12172.wav,George Carlin,bona-fide,0
12173.wav,Martin Luther King,bona-fide,0
12174.wav,Donald Trump,bona-fide,0
12175.wav,Barack Obama,bona-fide,0
12176.wav,Alec Guinness,spoof,1
12177.wav,Barack Obama,bona-fide,0
12178.wav,Martin Luther King,spoof,1
12179.wav,Bernie Sanders,spoof,1
12180.wav,Donald Trump,bona-fide,0
12181.wav,Barack Obama,bona-fide,0
12182.wav,Donald Trump,bona-fide,0
12183.wav,Ronald Reagan,bona-fide,0
12184.wav,Bill Clinton,bona-fide,0
12185.wav,Louis C.K.,spoof,1
12186.wav,Alec Guinness,bona-fide,0
12187.wav,Bill Clinton,bona-fide,0
12188.wav,Donald Trump,bona-fide,0
12189.wav,Donald Trump,bona-fide,0
12190.wav,Ayn Rand,spoof,1
12191.wav,George W. Bush,bona-fide,0
12192.wav,Donald Trump,bona-fide,0
12193.wav,Boris Johnson,spoof,1
12194.wav,Alec Guinness,spoof,1
12195.wav,Ayn Rand,bona-fide,0
12196.wav,Alec Guinness,bona-fide,0
12197.wav,JFK,bona-fide,0
12198.wav,Winston Churchill,bona-fide,0
12199.wav,Arnold Schwarzenegger,bona-fide,0
12200.wav,Barack Obama,bona-fide,0
12201.wav,Ayn Rand,bona-fide,0
12202.wav,Martin Luther King,spoof,1
12203.wav,JFK,spoof,1
12204.wav,Adam Driver,spoof,1
12205.wav,Alec Guinness,spoof,1
12206.wav,Bill Clinton,bona-fide,0
12207.wav,Christopher Hitchens,spoof,1
12208.wav,Ronald Reagan,bona-fide,0
12209.wav,Barack Obama,bona-fide,0
12210.wav,Winston Churchill,bona-fide,0
12211.wav,JFK,spoof,1
12212.wav,JFK,bona-fide,0
12213.wav,Donald Trump,bona-fide,0
12214.wav,Bill Clinton,bona-fide,0
12215.wav,Bill Clinton,bona-fide,0
12216.wav,Alec Guinness,spoof,1
12217.wav,Winston Churchill,bona-fide,0
12218.wav,Alec Guinness,bona-fide,0
12219.wav,Barack Obama,spoof,1
12220.wav,Donald Trump,bona-fide,0
12221.wav,Alec Guinness,spoof,1
12222.wav,Bill Clinton,bona-fide,0
12223.wav,Martin Luther King,bona-fide,0
12224.wav,Alec Guinness,spoof,1
12225.wav,Nick Offerman,bona-fide,0
12226.wav,Barack Obama,bona-fide,0
12227.wav,Bill Clinton,bona-fide,0
12228.wav,FDR,bona-fide,0
12229.wav,Bernie Sanders,spoof,1
12230.wav,Donald Trump,bona-fide,0
12231.wav,Winston Churchill,bona-fide,0
12232.wav,FDR,bona-fide,0
12233.wav,Lyndon Johnson,bona-fide,0
12234.wav,Dwight Eisenhower,bona-fide,0
12235.wav,Nelson Mandela,spoof,1
12236.wav,Donald Trump,bona-fide,0
12237.wav,Bill Clinton,bona-fide,0
12238.wav,Christopher Hitchens,spoof,1
12239.wav,Gilbert Gottfried,spoof,1
12240.wav,Martin Luther King,spoof,1
12241.wav,Mr. Rogers,bona-fide,0
12242.wav,Bernie Sanders,bona-fide,0
12243.wav,Donald Trump,bona-fide,0
12244.wav,Bernie Sanders,spoof,1
12245.wav,FDR,bona-fide,0
12246.wav,Donald Trump,bona-fide,0
12247.wav,Winston Churchill,bona-fide,0
12248.wav,Bernie Sanders,bona-fide,0
12249.wav,Ronald Reagan,bona-fide,0
12250.wav,Alec Guinness,bona-fide,0
12251.wav,Bernie Sanders,bona-fide,0
12252.wav,Donald Trump,bona-fide,0
12253.wav,Alec Guinness,bona-fide,0
12254.wav,Winston Churchill,spoof,1
12255.wav,Bill Clinton,spoof,1
12256.wav,Bernie Sanders,bona-fide,0
12257.wav,Barack Obama,bona-fide,0
12258.wav,Ronald Reagan,spoof,1
12259.wav,Bernie Sanders,spoof,1
12260.wav,Bernie Sanders,bona-fide,0
12261.wav,Bernie Sanders,spoof,1
12262.wav,Barack Obama,bona-fide,0
12263.wav,Dwight Eisenhower,bona-fide,0
12264.wav,Mark Zuckerberg,spoof,1
12265.wav,Ronald Reagan,spoof,1
12266.wav,George Carlin,spoof,1
12267.wav,Bernie Sanders,bona-fide,0
12268.wav,Donald Trump,bona-fide,0
12269.wav,Barack Obama,bona-fide,0
12270.wav,FDR,spoof,1
12271.wav,Ronald Reagan,spoof,1
12272.wav,Bill Clinton,spoof,1
12273.wav,Donald Trump,bona-fide,0
12274.wav,Mark Zuckerberg,bona-fide,0
12275.wav,Christopher Hitchens,spoof,1
12276.wav,Mark Zuckerberg,spoof,1
12277.wav,Ayn Rand,spoof,1
12278.wav,Kanye West,spoof,1
12279.wav,Alexandria Ocasio-Cortez,bona-fide,0
12280.wav,Alec Guinness,bona-fide,0
12281.wav,Bernie Sanders,spoof,1
12282.wav,Richard Nixon,bona-fide,0
12283.wav,Alec Guinness,spoof,1
12284.wav,Mark Zuckerberg,bona-fide,0
12285.wav,Barack Obama,spoof,1
12286.wav,Barack Obama,bona-fide,0
12287.wav,Bernie Sanders,spoof,1
12288.wav,Bill Clinton,bona-fide,0
12289.wav,Barack Obama,bona-fide,0
12290.wav,Donald Trump,bona-fide,0
12291.wav,George Carlin,spoof,1
12292.wav,Barack Obama,spoof,1
12293.wav,Alec Guinness,bona-fide,0
12294.wav,Bernie Sanders,bona-fide,0
12295.wav,Christopher Hitchens,bona-fide,0
12296.wav,Bernie Sanders,spoof,1
12297.wav,Bill Clinton,bona-fide,0
12298.wav,The Notorious B.I.G.,spoof,1
12299.wav,Ayn Rand,spoof,1
12300.wav,Barack Obama,bona-fide,0
12301.wav,Alec Guinness,spoof,1
12302.wav,Ronald Reagan,spoof,1
12303.wav,Alec Guinness,spoof,1
12304.wav,Bernie Sanders,bona-fide,0
12305.wav,Barack Obama,bona-fide,0
12306.wav,Bill Clinton,bona-fide,0
12307.wav,Barack Obama,bona-fide,0
12308.wav,Bernie Sanders,bona-fide,0
12309.wav,Mark Zuckerberg,spoof,1
12310.wav,Donald Trump,bona-fide,0
12311.wav,JFK,bona-fide,0
12312.wav,Christopher Hitchens,bona-fide,0
12313.wav,Arnold Schwarzenegger,spoof,1
12314.wav,The Notorious B.I.G.,spoof,1
12315.wav,Barack Obama,bona-fide,0
12316.wav,Donald Trump,bona-fide,0
12317.wav,Mark Zuckerberg,bona-fide,0
12318.wav,Ayn Rand,spoof,1
12319.wav,Alec Guinness,bona-fide,0
12320.wav,Bill Clinton,spoof,1
12321.wav,Bernie Sanders,bona-fide,0
12322.wav,Winston Churchill,bona-fide,0
12323.wav,Bill Clinton,bona-fide,0
12324.wav,Bill Clinton,spoof,1
12325.wav,Malcolm X,bona-fide,0
12326.wav,Winston Churchill,bona-fide,0
12327.wav,Bernie Sanders,spoof,1
12328.wav,Dwight Eisenhower,bona-fide,0
12329.wav,The Notorious B.I.G.,spoof,1
12330.wav,Winston Churchill,bona-fide,0
12331.wav,2Pac,bona-fide,0
12332.wav,Richard Nixon,spoof,1
12333.wav,Martin Luther King,bona-fide,0
12334.wav,Donald Trump,bona-fide,0
12335.wav,Ayn Rand,spoof,1
12336.wav,Barack Obama,spoof,1
12337.wav,Barack Obama,bona-fide,0
12338.wav,Alec Guinness,bona-fide,0
12339.wav,Barack Obama,bona-fide,0
12340.wav,Jeff Goldblum,bona-fide,0
12341.wav,Milton Friedman,bona-fide,0
12342.wav,Alec Guinness,bona-fide,0
12343.wav,Donald Trump,bona-fide,0
12344.wav,Ronald Reagan,spoof,1
12345.wav,Milton Friedman,spoof,1
12346.wav,Alec Guinness,spoof,1
12347.wav,Mark Zuckerberg,bona-fide,0
12348.wav,Tucker Carlson,spoof,1
12349.wav,Bernie Sanders,bona-fide,0
12350.wav,Alan Watts,spoof,1
12351.wav,Bill Burr,bona-fide,0
12352.wav,Louis Farrakhan,spoof,1
12353.wav,Ronald Reagan,bona-fide,0
12354.wav,Barack Obama,bona-fide,0
12355.wav,Barack Obama,bona-fide,0
12356.wav,Donald Trump,bona-fide,0
12357.wav,Donald Trump,bona-fide,0
12358.wav,Alec Guinness,spoof,1
12359.wav,Bernie Sanders,bona-fide,0
12360.wav,Bernie Sanders,spoof,1
12361.wav,Winston Churchill,bona-fide,0
12362.wav,Queen Elizabeth II,spoof,1
12363.wav,Alec Guinness,bona-fide,0
12364.wav,FDR,spoof,1
12365.wav,Arnold Schwarzenegger,bona-fide,0
12366.wav,Barack Obama,bona-fide,0
12367.wav,Alec Guinness,bona-fide,0
12368.wav,Mark Zuckerberg,spoof,1
12369.wav,Adam Driver,bona-fide,0
12370.wav,Christopher Hitchens,spoof,1
12371.wav,Ayn Rand,spoof,1
12372.wav,Bernie Sanders,bona-fide,0
12373.wav,John Cleese,spoof,1
12374.wav,Barack Obama,bona-fide,0
12375.wav,Boris Johnson,bona-fide,0
12376.wav,Winston Churchill,bona-fide,0
12377.wav,Bill Clinton,bona-fide,0
12378.wav,JFK,spoof,1
12379.wav,Bernie Sanders,bona-fide,0
12380.wav,Bill Clinton,bona-fide,0
12381.wav,Bernie Sanders,bona-fide,0
12382.wav,Ronald Reagan,spoof,1
12383.wav,Malcolm X,bona-fide,0
12384.wav,Milton Friedman,spoof,1
12385.wav,Christopher Hitchens,bona-fide,0
12386.wav,Ronald Reagan,spoof,1
12387.wav,Alec Guinness,bona-fide,0
12388.wav,Kanye West,spoof,1
12389.wav,Mark Zuckerberg,spoof,1
12390.wav,Christopher Hitchens,bona-fide,0
12391.wav,Arnold Schwarzenegger,bona-fide,0
12392.wav,Ronald Reagan,spoof,1
12393.wav,Richard Nixon,spoof,1
12394.wav,FDR,spoof,1
12395.wav,Bernie Sanders,bona-fide,0
12396.wav,Alec Guinness,spoof,1
12397.wav,Donald Trump,bona-fide,0
12398.wav,Donald Trump,bona-fide,0
12399.wav,Bernie Sanders,spoof,1
12400.wav,Barack Obama,bona-fide,0
12401.wav,Barack Obama,bona-fide,0
12402.wav,Donald Trump,bona-fide,0
12403.wav,Ronald Reagan,bona-fide,0
12404.wav,Alec Guinness,spoof,1
12405.wav,Alec Guinness,spoof,1
12406.wav,Mark Zuckerberg,spoof,1
12407.wav,Calvin Coolidge,bona-fide,0
12408.wav,Mark Zuckerberg,bona-fide,0
12409.wav,Donald Trump,bona-fide,0
12410.wav,Christopher Hitchens,spoof,1
12411.wav,Donald Trump,bona-fide,0
12412.wav,Bill Clinton,spoof,1
12413.wav,Bill Clinton,bona-fide,0
12414.wav,Winston Churchill,bona-fide,0
12415.wav,Nelson Mandela,bona-fide,0
12416.wav,Barack Obama,bona-fide,0
12417.wav,Winston Churchill,bona-fide,0
12418.wav,Scarlett Johansson,spoof,1
12419.wav,Bernie Sanders,bona-fide,0
12420.wav,Mark Zuckerberg,spoof,1
12421.wav,George W. Bush,spoof,1
12422.wav,Barack Obama,bona-fide,0
12423.wav,Dwight Eisenhower,bona-fide,0
12424.wav,Barack Obama,bona-fide,0
12425.wav,Donald Trump,bona-fide,0
12426.wav,Mark Zuckerberg,spoof,1
12427.wav,Nelson Mandela,spoof,1
12428.wav,Barack Obama,bona-fide,0
12429.wav,Christopher Hitchens,bona-fide,0
12430.wav,Ayn Rand,bona-fide,0
12431.wav,Martin Luther King,bona-fide,0
12432.wav,Barack Obama,bona-fide,0
12433.wav,Ayn Rand,bona-fide,0
12434.wav,Winston Churchill,bona-fide,0
12435.wav,Ayn Rand,bona-fide,0
12436.wav,Alan Watts,spoof,1
12437.wav,Nelson Mandela,spoof,1
12438.wav,Alexandria Ocasio-Cortez,bona-fide,0
12439.wav,Ayn Rand,spoof,1
12440.wav,2Pac,spoof,1
12441.wav,Donald Trump,bona-fide,0
12442.wav,Barack Obama,bona-fide,0
12443.wav,Barack Obama,bona-fide,0
12444.wav,Barack Obama,spoof,1
12445.wav,Ronald Reagan,bona-fide,0
12446.wav,Lyndon Johnson,bona-fide,0
12447.wav,Ronald Reagan,spoof,1
12448.wav,Ayn Rand,bona-fide,0
12449.wav,Bernie Sanders,spoof,1
12450.wav,Kamala Harris,bona-fide,0
12451.wav,Malcolm X,bona-fide,0
12452.wav,Alec Guinness,bona-fide,0
12453.wav,Donald Trump,bona-fide,0
12454.wav,Barack Obama,bona-fide,0
12455.wav,JFK,bona-fide,0
